,loss,accuracy,val_loss,val_accuracy
0,inf,0.0,inf,0.0
1,1.4203446695963542,0.48019999996821083,1.4616304791344537,0.4757888888994853
2,1.091128785641988,0.607,1.3354924254523384,0.5218222222222222
3,0.9221274731530084,0.6720888888570997,1.1139680884467231,0.6025333333651225
4,0.7809680276446872,0.7248,1.1333055050955878,0.6030666666560703
5,0.6368600958188375,0.7777666666560703,1.2483232741249932,0.5903111111005147
6,0.4907017696380615,0.8332333333651225,1.341815241877238,0.5872666666348775
7,0.33480575806829665,0.8908555555343628,1.5956016469107734,0.5745111111217075
8,0.1972379566722446,0.9414888888676961,1.533998554081387,0.6042555555767484
9,0.09552458036873075,0.9786777777989706,1.6326479941897922,0.6129777777671814
10,0.03975967680248949,0.9949222222222223,1.5595551690207587,0.6267333333333334
11,0.01733179027305709,0.9990333333757189,1.639850558895535,0.6235333333015441
