,loss,loss2,accuracy,std_accuracy
0,inf,inf,0.0,0.0
1,3.4290482997894287,1.7821202278137207,0.21388888359069824,0.07284200936555862
2,2.75858998298645,1.7784805297851562,0.2111111283302307,0.059520360082387924
3,2.671222686767578,1.7767895460128784,0.21805556118488312,0.07612548023462296
4,2.6291720867156982,1.7670273780822754,0.21805556118488312,0.06292328983545303
5,2.6356709003448486,1.7638511657714844,0.24583333730697632,0.09315329790115356
6,2.612879991531372,1.7564862966537476,0.2388889044523239,0.07781227678060532
7,2.706378936767578,1.7741655111312866,0.21666668355464935,0.05560384690761566
8,2.637223482131958,1.7547041177749634,0.2708333730697632,0.04945353791117668
9,2.536588668823242,1.740515112876892,0.27916669845581055,0.06937436014413834
10,2.519179105758667,1.7403613328933716,0.28194448351860046,0.07612548023462296
11,2.4539053440093994,1.7302650213241577,0.2958333492279053,0.052302077412605286
12,2.4192264080047607,1.7150764465332031,0.3222222626209259,0.0535382516682148
13,2.4434070587158203,1.7286009788513184,0.3291666805744171,0.07376191765069962
14,2.398977756500244,1.708452820777893,0.3333333432674408,0.07801894843578339
15,2.384998083114624,1.70488703250885,0.3222222328186035,0.05075912922620773
16,2.3237428665161133,1.688918948173523,0.3444444239139557,0.07065372169017792
17,2.338866710662842,1.6972160339355469,0.36666664481163025,0.08164965361356735
18,2.3065288066864014,1.6912269592285156,0.3583333194255829,0.06967835128307343
19,2.2505996227264404,1.6737595796585083,0.3930555582046509,0.0962982326745987
20,2.315242052078247,1.6921364068984985,0.36527779698371887,0.08652114868164062
21,2.2642910480499268,1.6803631782531738,0.375,0.0775531604886055
22,2.247210741043091,1.670811653137207,0.39722225069999695,0.07480517029762268
23,2.2242929935455322,1.6745575666427612,0.375,0.08355043828487396
24,2.179567337036133,1.66456139087677,0.41111111640930176,0.10752672702074051
25,2.138308048248291,1.6486564874649048,0.4027778208255768,0.06732764095067978
26,2.1189217567443848,1.659891963005066,0.42222222685813904,0.10662438720464706
27,2.148855209350586,1.6667251586914062,0.4027777910232544,0.053763363510370255
28,2.152087450027466,1.6683402061462402,0.40833333134651184,0.10179547220468521
29,2.1412580013275146,1.6562433242797852,0.4055555760860443,0.08990959823131561
30,2.0613791942596436,1.6404457092285156,0.44305554032325745,0.07831508666276932
31,2.011425256729126,1.6324290037155151,0.47361111640930176,0.08735466003417969
32,2.022972345352173,1.643904685974121,0.4263888895511627,0.08735466003417969
33,2.0196802616119385,1.6402668952941895,0.4444444179534912,0.08204314857721329
34,1.9649304151535034,1.6293283700942993,0.46388888359069824,0.08787159621715546
35,1.9198083877563477,1.623024344444275,0.4625000059604645,0.09025594592094421
36,1.9679487943649292,1.6300750970840454,0.4305555522441864,0.08100614696741104
37,1.906175971031189,1.6335182189941406,0.472222238779068,0.07528796046972275
38,1.8505159616470337,1.6187348365783691,0.4416666328907013,0.07239852100610733
39,1.877218246459961,1.6236311197280884,0.4430555999279022,0.08482956141233444
40,1.797253966331482,1.6108860969543457,0.4819444715976715,0.07612548768520355
