,loss,accuracy,val_loss,val_accuracy
0,inf,0.0,inf,0.0
1,1.8213256287256876,0.3188444444709354,1.6054403389400906,0.4116444444126553
2,1.4526070553673638,0.4675111111217075,1.4130549680921767,0.48904444449742634
3,1.2877173226038614,0.5353333333386315,1.2558246331744725,0.5466888889153798
4,1.1776516214370727,0.5764888888994852,1.177679456202189,0.5804111111005147
5,1.0997455929756164,0.6068666666560703,1.0832238336457147,0.6085777777989705
6,1.024740115292867,0.6313333333757188,1.0180645793808831,0.635022222243415
7,0.9741334768401252,0.6536555555767484,1.0153810128529868,0.6440666666984558
8,0.921282925605774,0.670633333322737,0.9701511870066325,0.6575666666560703
9,0.8812969516860114,0.68724444448683,0.9606145600954692,0.6622888889418708
10,0.8400616475105286,0.7009888888570998,0.9514661812676324,0.6657777777883742
11,0.802417078643375,0.715088888920678,0.9050479536798265,0.6800222222646077
12,0.7595435906092326,0.7286222222116259,0.8851085769441392,0.6880666666666667
13,0.7244699247254266,0.7417,0.8779669627931382,0.6912444444762336
14,0.693795393509335,0.7513333333439297,0.8752516563309564,0.6945666666560703
15,0.662755060089959,0.7631777777883741,0.8652363510661655,0.6994333333333334
16,0.6347721446567112,0.7731000000317891,0.8682299812210931,0.6973777777989706
17,0.6072856399218242,0.782722222243415,0.8796085230403476,0.6999555555237664
18,0.58622877257665,0.7898888888570997,0.8789236637645298,0.7040777778201633
19,0.5568599876933628,0.801688888920678,0.8853390983475579,0.7024222222116259
20,0.539155110475752,0.806611111164093,0.8659419516669379,0.7054666667196485
21,0.5127164155536228,0.8172777777883742,0.8817694239934285,0.7038000000529819
22,0.49172584555943805,0.8240333333015442,0.8809593031883239,0.7066333333333333
23,0.4724741454548306,0.8323111111640931,0.8826174498452081,0.7082666666878594
