,loss,accuracy,val_loss,val_accuracy
0,inf,0.0,inf,0.0
1,1.4711118987613254,0.45424444449742635,1.3260794727749294,0.5177333333439297
2,1.0573778435601129,0.6177666666984558,1.0250675519307455,0.632111111105813
3,0.8877709811846415,0.6834333333439297,1.0077659858809578,0.6492555555237665
4,0.7829138101577758,0.719711111164093,0.8881669874085321,0.6845888889312745
5,0.6979966271506416,0.7521888888676961,0.8798353427039253,0.6931888888676961
6,0.6281140692922804,0.7769555555343628,0.8579044813262092,0.7041999999788072
7,0.5620471728165944,0.7997999999894037,0.8169776901351081,0.7197000000317891
8,0.508026803530587,0.818500000052982,0.809330189757877,0.723022222243415
9,0.4565602051575979,0.8372999999682108,0.8241493177837795,0.724011111164093
10,0.4056631417857276,0.8556555555767483,0.8728889935599433,0.7211444444444445
11,0.3617659965727064,0.8708222222752041,0.8339605324745178,0.7345222222222222
12,0.3263345825354258,0.8821333333227369,0.9403139644940695,0.7170444444550408
13,0.2960717725700802,0.8943666666984558,0.9556861574808756,0.7136555555661519
14,0.26819056312508055,0.9028888888782926,0.9652425972302755,0.7188111110793219
15,0.25948509277767606,0.9073555555767483,0.9143334637959798,0.7291444444444445
16,0.24168596583472357,0.9141444444444444,1.0216692347632514,0.7148555555979411
