,loss,accuracy,val_loss,val_accuracy
0,inf,0.0,inf,0.0
1,1.4715417553159926,0.4558555555873447,1.3190628132502238,0.5207888888941871
2,1.0502909992218017,0.6209777777777777,0.9842507210413615,0.6466444444974263
3,0.8744376646677653,0.688233333322737,0.9402038951979743,0.6686888888782925
4,0.7573114552179973,0.7274,0.9074615115483602,0.6874777777883742
5,0.6603021456506517,0.7636777777459887,0.8643110461764866,0.7006666666666667
6,0.5740331036779616,0.7955666666772631,0.8164684630393982,0.7210666666348775
7,0.4906945817311605,0.8236333333439297,0.8265293195088704,0.7255555555767483
8,0.418628990512424,0.8498666667090522,0.8203615004327562,0.7308555555555556
9,0.34048215585814584,0.8772777777777778,0.8835582617547777,0.7385111111111111
10,0.267463693022728,0.903844444433848,0.8423554712295532,0.7463888888782925
11,0.2145461220741272,0.9231777778095669,1.0182417009035747,0.729177777756585
12,0.16968510953850216,0.9394888889418708,1.0627216466479832,0.7379999999788073
13,0.13153262857463624,0.9534333333015442,1.2030886225594415,0.7382555555767483
14,0.11455530913935767,0.9591777777777778,1.1495378327263726,0.7410333333227369
