,loss,accuracy,val_loss,val_accuracy
0,inf,0.0,inf,0.0
1,1.4262623898188274,0.494511111164093,1.371517051908705,0.5212555555635029
2,0.9725053000450135,0.6524888888888889,1.0920876789093017,0.606566666677263
3,0.8027670823944939,0.7136444444656372,0.9292524997499254,0.6646999999894037
4,0.6739064637607999,0.760255555566152,0.8717988293647766,0.6930666667196486
5,0.5561977182176377,0.8018333333015442,0.9224838501612346,0.6827444444232517
6,0.451765375079049,0.8394222222116259,0.9503274157471127,0.6952444444232517
7,0.34858885509173076,0.8760777777777777,0.9841928407775031,0.7049000000529819
8,0.26072633172671,0.9076666666984559,1.011337457063463,0.7125888888570997
9,0.1804959895690282,0.9363444444974264,1.1844896757125853,0.7136444444656372
10,0.12036741078164842,0.9570777778095669,1.2037556084738836,0.7087555555873447
11,0.07357436434427897,0.9750777777459886,1.437681775877211,0.709211111164093
12,0.03652522769239214,0.9885000000211928,1.4856472800678677,0.7275888889100817
