,loss,loss2,accuracy,std_accuracy
0,inf,inf,0.0,0.0
1,5.617763042449951,1.7921797037124634,0.22777779400348663,0.05443310737609863
2,3.516451597213745,1.8006906509399414,0.21111108362674713,0.06786365061998367
3,3.031710386276245,1.7910003662109375,0.22361110150814056,0.07580751925706863
4,2.7256648540496826,1.7786279916763306,0.2291666716337204,0.062409356236457825
5,2.638265609741211,1.7670831680297852,0.2527777850627899,0.07608580589294434
6,2.602018117904663,1.7636548280715942,0.2388889044523239,0.07200822979211807
7,2.5960354804992676,1.7539706230163574,0.25833335518836975,0.07817360013723373
8,2.5730998516082764,1.750570297241211,0.24861113727092743,0.06808574497699738
9,2.5499980449676514,1.7426990270614624,0.2680555582046509,0.0881802961230278
10,2.5247790813446045,1.7340497970581055,0.2736110985279083,0.07086707651615143
11,2.5216968059539795,1.7328299283981323,0.2527777850627899,0.08896434307098389
12,2.5098421573638916,1.7274154424667358,0.2902778089046478,0.06914185732603073
13,2.478351593017578,1.7154760360717773,0.2958333492279053,0.07696696370840073
14,2.483996629714966,1.7219358682632446,0.29027777910232544,0.061760928481817245
15,2.4448771476745605,1.7147964239120483,0.2986111342906952,0.08134091645479202
16,2.3960752487182617,1.7062815427780151,0.3083333671092987,0.09693366289138794
17,2.3935201168060303,1.6954693794250488,0.3263888657093048,0.08163733035326004
18,2.3960390090942383,1.7003861665725708,0.3152777850627899,0.07675745338201523
19,2.3956401348114014,1.701520323753357,0.3305555582046509,0.08393502980470657
20,2.36164927482605,1.6834737062454224,0.33888888359069824,0.07592690736055374
21,2.3297102451324463,1.6850389242172241,0.35277774930000305,0.09576372802257538
22,2.300748586654663,1.676904559135437,0.36249998211860657,0.0683218464255333
23,2.303009033203125,1.6782249212265015,0.37083330750465393,0.07244021445512772
24,2.275702476501465,1.6689199209213257,0.37361109256744385,0.06949032098054886
25,2.248274803161621,1.664914608001709,0.37638890743255615,0.06914184987545013
26,2.2784531116485596,1.6684919595718384,0.3708333671092987,0.055003292858600616
27,2.2205655574798584,1.6623753309249878,0.3680555522441864,0.0732141062617302
28,2.2126917839050293,1.6627248525619507,0.3888888657093048,0.08262988179922104
29,2.2126567363739014,1.6559540033340454,0.3930555582046509,0.07800605148077011
30,2.1911256313323975,1.6475554704666138,0.3916666507720947,0.07629715651273727
31,2.1560990810394287,1.6531004905700684,0.40138888359069824,0.08310354501008987
32,2.1256864070892334,1.6490908861160278,0.39444443583488464,0.09150732308626175
33,2.1544387340545654,1.652925968170166,0.4000000059604645,0.07924766838550568
34,2.1280715465545654,1.6472824811935425,0.4097222089767456,0.09087825566530228
35,2.1334445476531982,1.6512373685836792,0.43194445967674255,0.07644212245941162
36,2.130676031112671,1.649448037147522,0.41111111640930176,0.1034042164683342
37,2.081717014312744,1.6377530097961426,0.4347222149372101,0.09452611207962036
38,2.141433000564575,1.6465054750442505,0.4138889014720917,0.07919684797525406
39,2.0556375980377197,1.6386423110961914,0.4347222149372101,0.08707771450281143
40,2.115294933319092,1.6390314102172852,0.4125000238418579,0.07408866286277771
41,1.908760666847229,1.6123462915420532,0.4652777910232544,0.0887264534831047
42,1.8209422826766968,1.6095610857009888,0.49166667461395264,0.08355044573545456
43,1.7696512937545776,1.604653000831604,0.4819444715976715,0.08339370042085648
44,1.7809196710586548,1.6018677949905396,0.512499988079071,0.07790276408195496
45,1.7646404504776,1.6036211252212524,0.4888888895511627,0.08550315350294113
46,1.7524118423461914,1.597465991973877,0.49166664481163025,0.08583209663629532
47,1.7541316747665405,1.603292465209961,0.49444448947906494,0.08262988179922104
