,loss,accuracy,val_loss,val_accuracy
0,inf,0.0,inf,0.0
1,1.8097199605941772,0.32437777779897053,1.5592938273111978,0.42705555556615193
2,1.439546202023824,0.47447777780426875,1.4373269931581285,0.480522222243415
3,1.2740483473671806,0.5416666666878595,1.2700583675384522,0.5460222222328186
4,1.1534527266820271,0.5883000000211928,1.1405850991566977,0.5907333333333333
5,1.0704527927186753,0.6174777778095669,1.088717767185635,0.6088777777883742
6,0.9874451688766479,0.6479777778201633,1.0166761888609992,0.6371666666878595
7,0.9363442069583469,0.6658444444444445,1.006532131269243,0.6421111111005148
8,0.8692977373123169,0.6916111111323039,1.0026273575994704,0.6501777778201633
9,0.8226354673279657,0.7082,0.9720724565823873,0.6603999999894036
10,0.7747540105289883,0.7245333333439297,0.9855324943012661,0.659744444433848
11,0.7283111660533481,0.7417333333439298,0.9475397273275588,0.6694
12,0.6817497409714592,0.7567666666666667,0.9372376047770182,0.6771555556085375
13,0.632508191564348,0.7757777778095669,0.9409145952436659,0.6817000000423855
14,0.5894145357025994,0.7910666667196485,0.9580072427431743,0.6794222222116258
15,0.5458497060351901,0.8067000000529819,0.9639306881692674,0.6814444444338481
16,0.501794937939114,0.8230000000317892,0.9980261965857612,0.6770222222752041
17,0.46196223210758636,0.8376333333439298,1.016922622097863,0.6810222222116259
18,0.4202293596903483,0.8524666666878594,1.0556135746849908,0.6780000000529819
19,0.38307386779255337,0.8659777777989706,1.11520201265547,0.673311111164093
20,0.34951445399920145,0.8792444444762336,1.1055923506206937,0.6756222222540114
